Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
CILANTRO FRESH MEXICAN GRILL,1940 CENTURY PARK E STE 150,LOS ANGELES,CA,90067,92,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,99,A
CILANTRO FRESH MEXICAN FOOD,6308 W 89TH ST,LOS ANGELES,CA,90045,90,A
NO 1 TERIYAKI,3510 S BROADWAY,LOS ANGELES,CA,90007,91,A
PAPA JOHN'S PIZZA #4421,6093 1/2 W SUNSET BLVD,LOS ANGELES,CA,90028,96,A
SUPERIOR GROCERS #113,3600 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90063,84,B
LA TORTA LOCA,855 S SANTEE ST,LOS ANGELES,CA,90014,83,B
CHIPOTLE MEXICAN GRILL,11690 W SAN VICENTE BLVD,LOS ANGELES,CA,90049,92,A
NEW'S DONUTS,3339 W PICO BLVD,LOS ANGELES,CA,90019,90,A
GYU KAKU,10925 W PICO BLVD,LOS ANGELES,CA,90064,90,A
PALM TREE LIQUOR STORE,10425 VENICE BLVD,LOS ANGELES,CA,90034,95,A
LA PAELLA,476 S SAN VICENTE BLVD,LOS ANGELES,CA,90048,97,A
GAZEN,362 E 1ST ST,LOS ANGELES,CA,90012,94,A
ITS BOBA TIME,2255 COLORADO BLVD,LOS ANGELES,CA,90041,93,A
YEYA'S,1816 E 1ST ST,LOS ANGELES,CA,90033,91,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,94,A
PING TUNG,7455 MELROSE AVE,LOS ANGELES,CA,90046,93,A
LA RAZA MARKET,1309 S ATLANTIC BLVD,LOS ANGELES,CA,90022,91,A
GO CHEW GRILL,3670 BROADWAY PL,LOS ANGELES,CA,90007,95,A
TEDDY'S CAFE,12043 W PICO BLVD,LOS ANGELES,CA,90064,92,A
CNBC,200 WORLD WAY # 228,LOS ANGELES,CA,90045,100,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,98,A
PIZZA MAN #48,509 S ALVARADO ST,LOS ANGELES,CA,90057,93,A
SUPERIOR GROCERS #113,3600 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90063,96,A
CANDELA TACO BAR,831 S LA BREA AVE,LOS ANGELES,CA,90036,90,A
LOS DOS AMIGOS MARKET,3425 E 1ST ST STE 103,LOS ANGELES,CA,90063,98,A
SANTA MONICA SHELL,11574 SANTA MONICA BLVD,LOS ANGELES,CA,90025,99,A
RESTAURANTE PUERTO LA UNION,3811 W PICO BLVD,LOS ANGELES,CA,90019,95,A
D & C DIST CO INC,746 TOWNE AVE,LOS ANGELES,CA,90021,99,A
CHUY'S PLAY ROOM,1316 S ATLANTIC BLVD,LOS ANGELES,CA,90023,96,A
ROSCOE'S HSE CHICKEN & WAFFL,1514 N GOWER ST,LOS ANGELES,CA,90028,90,A
CINDY'S RESTAURANT,1500 COLORADO BLVD,LOS ANGELES,CA,90041,95,A
CANDILEJAS CAFE,3425 E 1ST ST STE 104B,LOS ANGELES,CA,90033,92,A
LA PRIMERA MEAT MARKET,3425 E 1ST ST STE 123,LOS ANGELES,CA,90063,95,A
THE ORIGINAL HOY KA NOODLE,5908 SUNSET BLVD,LOS ANGELES,CA,90028,90,A
NEW EAST INDIA GRILL,345 N LA BREA AVE STE 205,LOS ANGELES,CA,90036,82,B
PINKBERRY,2829 HYPERION AVE,LOS ANGELES,CA,90027,92,A
THE COFFEE BEAN & TEA LEAF,10419 W VENICE BLVD,LOS ANGELES,CA,90034,93,A
YUM-ME BAGUETTE,1916 COLORADO BLVD # #B,LOS ANGELES,CA,90041,94,A
GALLERIA MARKET,440 S VERMONT AVE,LOS ANGELES,CA,90020,92,A
STARBUCKS COFFEE #546,10911 W PICO BLVD,LOS ANGELES,CA,90064,97,A
THE TRAILS,2333 FERN DELL DR,LOS ANGELES,CA,90068,90,A
GOLF CLUBHOUSE GRIFFITH PARK,4730 CRYSTAL SPRINGS DR,LOS ANGELES,CA,90027,90,A
WANDERLUST CAFE,1357 N HIGHLAND AVE,LOS ANGELES,CA,90028,93,A
PLANCHA TACOS,2024 PACIFIC AVE,LOS ANGELES,CA,90291,90,A
MILKFARM,2106 COLORADO BLVD,LOS ANGELES,CA,90041,99,A
HABAYIT RESTAURANT,11921 W PICO BLVD,LOS ANGELES,CA,90064,93,A
SUSHI HOUSE,12013 W PICO BLVD,LOS ANGELES,CA,90064,95,A
CNBC SMART SHOP,200 WORLD WAY # 239,LOS ANGELES,CA,90045,99,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,98,A
ESSENTIAL WATER,605 S ATLANTIC BLVD,LOS ANGELES,CA,90022,97,A
TENNO SUSHI,207 S CENTRAL AVE,LOS ANGELES,CA,90012,95,A
GALLERIA MARKET,440 S VERMONT AVE,LOS ANGELES,CA,90020,98,A
BARNEYS HAMBURGERS,11660 SAN VICENTE BLVD,LOS ANGELES,CA,90049,94,A
MON AMOUR CAFE,927 BROXTON AVE,LOS ANGELES,CA,90024,90,A
BANGKOK PALACE,343 GLENDALE BLVD,LOS ANGELES,CA,90026,94,A
EL TAQUITO,5053 N HUNTINGTON DR N,LOS ANGELES,CA,90032,80,B
M CAFE,11678 SAN VICENTE BLVD,LOS ANGELES,CA,90049,90,A
VILLA SOMBRERO RESTAURANT IN,6101 YORK BLVD,LOS ANGELES,CA,90042,90,A
PIZZA HUT #26183,6312 W 89TH ST,LOS ANGELES,CA,90045,96,A
GABY'S MEDITERRANEAN,10445 VENICE BLVD,LOS ANGELES,CA,90034,93,A
DONUT STAR,6471 N FIGUEROA ST # 6,LOS ANGELES,CA,90042,98,A
SUPERIOR GROCERS #113,3600 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90063,95,A
EL POLLO LOCO,226 E 9TH ST STE 1124,LOS ANGELES,CA,90015,96,A
TAKAO JAPANESE RESTAURANT,11656 SAN VICENTE BLVD,LOS ANGELES,CA,90049,95,A
THE GREYHOUND,5570 N FIGUEROA ST,LOS ANGELES,CA,90042,96,A
GREEN SPAN<U+2019>S GRILLED CHEESE,7461 MELROSE AVE,LOS ANGELES,CA,90046,84,B
SUSHI BY H,480 S SAN VICENTE BLVD,LOS ANGELES,CA,90048,93,A
HUDSON NEWS #500,100 WORLD WAY,LOS ANGELES,CA,90045,99,A
BROADWAY 76,2001 N BROADWAY,LOS ANGELES,CA,90031,91,A
SUPERIOR GROCERS #113,3600 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90063,96,A
CENTURY BEVERLY HILLS PHARM,412 S SAN VICENTE BLVD,LOS ANGELES,CA,90048,98,A
MED. GRILL,229 E 9TH ST,LOS ANGELES,CA,90015,90,A
JOSE BERNSTEIN'S,935 BROXTON AVE,LOS ANGELES,CA,90024,90,A
LA FUENTE #6,5550 N FIGUEROA ST,LOS ANGELES,CA,90042,90,A
PLAZA DEL CENTRO,1801 W 8TH ST,LOS ANGELES,CA,90057,75,C
SNOCIETY,330 E 2ND ST,LOS ANGELES,CA,90012,98,A
SANSAI JAPANESE GRILL,8601 LINCOLN BLVD STE 120,LOS ANGELES,CA,90045,95,A
VIRGIN ATLANTIC AIRWAYS LOUNGE,200 WORLD WAY ROOM 1066,LOS ANGELES,CA,90045,95,A
LA SERENATA,10924 W PICO BLVD,LOS ANGELES,CA,90064,91,A
CVS/PHARMACY #4524,5176 WHITTIER BLVD,LOS ANGELES,CA,90022,97,A
WAHOOS FISH TACO,6258 WILSHIRE BLVD,LOS ANGELES,CA,90048,90,A
YOSHINOYA #1135,1201 S SOTO ST,LOS ANGELES,CA,90023,90,A
WINCHELL'S DONUTS #9517,1213 S SOTO ST,LOS ANGELES,CA,90023,92,A
RESTAURANTE EL GORDO,1182 S LORENA ST,LOS ANGELES,CA,90023,92,A
CALIFORNIA FAMILY PHARMACY INC,1600 HILL ST # B,LOS ANGELES,CA,90015,100,A
BEVERLY HILLS MARRIOTT,1150 S BEVERLY DR,LOS ANGELES,CA,90035,97,A
NATUREWELL,3824 W SUNSET BLVD,LOS ANGELES,CA,90026,90,A
YUMMY FOODS MARKET,1135 N MANSFIELD AVE,LOS ANGELES,CA,90038,96,A
YUMMY FOODS MARKET,1135 N MANSFIELD AVE,LOS ANGELES,CA,90038,96,A
EL 7 MARES SUNSET,3143 W SUNSET BLVD,LOS ANGELES,CA,90026,93,A
LUCK 1 LIQUOR,1766 FIRESTONE BLVD,LOS ANGELES,CA,90001,96,A
TAWANNA THAI,6236 WILSHIRE BLVD,LOS ANGELES,CA,90048,90,A
THE BOWERY,1234 W 7TH ST,LOS ANGELES,CA,90017,100,A
DOLLAR TREE #5542,2053 VENICE BLVD,LOS ANGELES,CA,90006,99,A
TRADER JOE'S,8500 BURTON WAY # #100A,LOS ANGELES,CA,90036,96,A
GUADALAJARA MARKET,1103 S LORENA ST,LOS ANGELES,CA,90023,91,A
JULIA'S ANTOJITOS #2,3425 E 1ST ST STE 3437,LOS ANGELES,CA,90063,93,A
LOS PINITOS NUEVOS BAKERY,1154 S LORENA ST,LOS ANGELES,CA,90023,91,A
CHRIS SNACK & NUTRITION,730 S ALVARADO ST STE G,LOS ANGELES,CA,90057,94,A
LA COCINA,3425 E 1ST ST STE 122,LOS ANGELES,CA,90063,86,B
7-ELEVEN,3100 BEVERLY BLVD,LOS ANGELES,CA,90057,96,A
STARBUCKS COFFEE #5373,7122 BEVERLY BLVD STE #D,LOS ANGELES,CA,90038,99,A
PAPA JOHN'S PIZZA,7150 BEVERLY BLVD,LOS ANGELES,CA,91602,95,A
BH MARRIOTT BAR,1150 S BEVERLY DR,LOS ANGELES,CA,90035,96,A
THE BOWERY,1234 W 7TH ST,LOS ANGELES,CA,90017,95,A
CORONA MARKET,1913 E 1ST ST,LOS ANGELES,CA,90033,86,B
BOURGEOISE PIG CAFE,5931 FRANKLIN AVE,LOS ANGELES,CA,90028,95,A
CJ SPA RESTAURANT,620 S UNION AVE,LOS ANGELES,CA,90017,91,A
EL BUEN GUSTO  OAXAQUENO  CARNICERIA,2168 VENICE BLVD,LOS ANGELES,CA,90016,90,A
BH MARRIOTT RESTAURANT,1150 S BEVERLY DR,LOS ANGELES,CA,90035,92,A
THE BOWERY,1234 W 7TH ST,LOS ANGELES,CA,90017,100,A
WINCHELL'S DONUT #9339,716 N WESTERN AVE,LOS ANGELES,CA,90029,93,A
MAYA'S MARKET,1563 W VENICE BLVD,LOS ANGELES,CA,90006,82,B
LUCILLE'S SMOKEHOUSE BARBQUE,6000 SEPULVEDA BLVD,LOS ANGELES,CA,90001,94,A
RUBY THAI KITCHEN,10800 W PICO BLVD # 324,LOS ANGELES,CA,90064,94,A
QUAN SERVICE CENTER INC.,250 S ATLANTIC BLVD,LOS ANGELES,CA,90022,98,A
ASAVA THAI,970 N WESTERN AVE,LOS ANGELES,CA,90029,91,A
JIM'S BURGERS,3040 W BEVERLY BLVD,LOS ANGELES,CA,90057,95,A
SUBWAY #13005,1209 S SOTO ST,LOS ANGELES,CA,90023,95,A
YELLOW HOUSE CAFE,234 S OXFORD AVE,LOS ANGELES,CA,90004,80,B
HONG KONG EXPRESS,1211 S SOTO ST,LOS ANGELES,CA,90023,90,A
KOMODO,235 MAIN ST,LOS ANGELES,CA,90291,97,A
CHICK & CHOW,9301 W PICO BLVD,LOS ANGELES,CA,90035,92,A
THE BOWERY,1234 W 7TH ST,LOS ANGELES,CA,90017,99,A
BASKET BURGER,1264 S ATLANTIC BLVD,LOS ANGELES,CA,90022,90,A
LA PUPUSERIA EL PEPTO,6071 E OLYMPIC BLVD,LOS ANGELES,CA,90022,90,A
THAI SILK EXPRESS,1260 S SOTO ST STE 17,LOS ANGELES,CA,90023,81,B
MASTER DONUTS,1178 S LORENA ST,LOS ANGELES,CA,90023,92,A
EL CAMACHO RESTAURANT,2019 VENICE BLVD,LOS ANGELES,CA,90006,93,A
LA NUEVA FUENTE,3425 E 1ST ST # 108,LOS ANGELES,CA,90063,91,A
NENA RESTAURANT,1804 E VERNON AVE # D-51,LOS ANGELES,CA,90058,94,A
MCDONALD'S #26983,692 S ALVARADO ST,LOS ANGELES,CA,90057,95,A
CHINA GARDEN,979 DEWEY AVE,LOS ANGELES,CA,90006,80,B
CHINA EXPRESS,1030 W MLK BLVD # 10,LOS ANGELES,CA,90037,93,A
SNACK SHOP,122 E 7TH ST,LOS ANGELES,CA,90014,100,A
DAISY SHELL,400 N ALVARADO ST,LOS ANGELES,CA,90026,90,A
ISABELA'S MARKET,237 E 12TH ST,LOS ANGELES,CA,90015,96,A
FRESH & EASY #1463,3335 S FIGUEROA ST STE B,LOS ANGELES,CA,90007,99,A
NAPA VALLEY GRILLE,1100 GLENDON AVE STE 100,LOS ANGELES,CA,90024,90,A
COFFEE TIMES DONUT,5333 MAIN ST,LOS ANGELES,CA,90037,76,C
WORLD WIDE SEAFOOD,4810 MELROSE AVE,LOS ANGELES,CA,90029,93,A
YO WAY FROZEN YOGURT,1030 MARTIN LUTHER KING JR BLVD # 107,LOS ANGELES,CA,90037,96,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,99,A
KOWLOON DIM SUM,223 S VERMONT AVE,LOS ANGELES,CA,90004,92,A
OROCHON RAMEN,123 ASTRONAUT ELLISON ONIZUKA ST #303,LOS ANGELES,CA,90012,93,A
RAMIREZ MARKET,510 S ATLANTIC BLVD,LOS ANGELES,CA,90022,91,A
THE HART & THE HUNTER,7950 MELROSE AVE,LOS ANGELES,CA,90048,94,A
DADDY'S DONUTS,500 S ATLANTIC BLVD,LOS ANGELES,CA,90022,80,B
KING DONUT,1030 W MLK BLVD STE 101,LOS ANGELES,CA,90037,96,A
ZENCU SUSHI & GRILL,319 E 2ND ST STE 206,LOS ANGELES,CA,90012,94,A
TACO BELL #833,2046 W MANCHESTER AVE,LOS ANGELES,CA,90047,92,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,98,A
LORY'S RESTAURANT,4963 W SUNSET BLVD,LOS ANGELES,CA,90027,95,A
FRESH & EASY #1463,3335 S FIGUEROA ST STE B,LOS ANGELES,CA,90007,98,A
ACE HOTEL DOWNTOWN LOS ANGELES,929 S BROADWAY ST,LOS ANGELES,CA,90015,100,A
ORENO YAKINIKU,123 ASTRONAUT ELLISON ONIZUKA ST #308,LOS ANGELES,CA,90012,91,A
GOLDEN WOK RESTAURANT,944 W FLORENCE AVE,LOS ANGELES,CA,90044,83,B
PAMPANGA MASTER GRILL,231 S VERMONT AVE,LOS ANGELES,CA,90004,90,A
LEE'S LIQUORS THE WINE CENTE,8572 W 3RD ST,LOS ANGELES,CA,90048,94,A
CARRILLO'S RESTAURANT,254 W FLORENCE AVE,LOS ANGELES,CA,90003,83,B
SAM 98 CENTS DISCOUNT STORE,1030 W MLK BLVD STE 105,LOS ANGELES,CA,90037,99,A
SUBWAY #45649,1032 W MLK BLVD # 106B,LOS ANGELES,CA,90037,100,A
MELROSE 76,4600 MELROSE AVE,LOS ANGELES,CA,90029,95,A
BIG 6 MARKET,550 S RAMPART BLVD,LOS ANGELES,CA,90057,90,A
LAURENT'S LE COFFEE SHOP,12457 WASHINGTON BLVD,LOS ANGELES,CA,90066,100,A
SAN DIEGO MARKET,1131 S UNION AVE,LOS ANGELES,CA,90015,93,A
DIANE MARKET,801 N MARIANNA AVE,LOS ANGELES,CA,90063,90,A
DINA'S CAFE,964 GAYLEY AVE,LOS ANGELES,CA,90024,93,A
LA PIZZA LOCA #12,1563 W PICO BLVD # B,LOS ANGELES,CA,90015,96,A
ITALIANO'S PIZZA,6500 N FIGUEROA ST,LOS ANGELES,CA,90042,95,A
BARDONNA,139 1/2 N LARCHMONT BLVD,LOS ANGELES,CA,90004,93,A
SARAH'S CARD & SNACK,1200 W 7TH ST,LOS ANGELES,CA,90017,99,A
BAR FOOD,12217 WILSHIRE BLVD,LOS ANGELES,CA,90025,95,A
FARMERS BELLY CAFE,1555 VINE ST #19,LOS ANGELES,CA,90028,94,A
BOONE'S MARKET,4101 W CHEVY CHASE DR,LOS ANGELES,CA,90039,95,A
TANGERINE CHINESE RESTAURANT,123 ASTRONAUT ELLISON ONIZUKA ST #202,LOS ANGELES,CA,90012,91,A
PEKING DUMPLING,2740 W OLYMPIC BLVD,LOS ANGELES,CA,90006,93,A
JAMES BEACH,380 WORLD WAY T22,LOS ANGELES,CA,90045,90,A
SW GRILL,735 E 12TH ST # 401,LOS ANGELES,CA,90021,92,A
CHINESE KITCHEN,3441 WHITTIER BLVD,LOS ANGELES,CA,90023,91,A
RANCHO ZAPOTILLO ( MEAT MARK,3003 WABASH AVE,LOS ANGELES,CA,90063,91,A
TRIMANA,700 EXPOSITION PARK DR,LOS ANGELES,CA,90007,100,A
PICO SEAFOOD FISH MARKET,3601 W PICO BLVD,LOS ANGELES,CA,90019,92,A
SO CAL BURGERS,203 S MEDNIK AVE,LOS ANGELES,CA,90022,81,B
ASIA KITCHEN,11279 VENICE BLVD,LOS ANGELES,CA,90066,85,B
MG MARKET,4129 CHEVY CHASE DR,LOS ANGELES,CA,90039,95,A
ROSS STORES #450,11937 WILSHIRE BLVD,LOS ANGELES,CA,90049,98,A
CAMPOS TACOS,11622 VENICE BLVD,LOS ANGELES,CA,90066,90,A
FOOD 4 LESS #766,5100 N FIGUEROA ST,LOS ANGELES,CA,90042,96,A
THE VEGAN JOINT,10438 NATIONAL BLVD,LOS ANGELES,CA,90034,94,A
DAMES N GAMES,2065 S SANTA FE AVE,LOS ANGELES,CA,90021,91,A
TAYEBA CASH AND CARRY,533 S RAMPART BLVD,LOS ANGELES,CA,90057,91,A
FOOD 4 LESS #766,5100 N FIGUEROA ST,LOS ANGELES,CA,90042,97,A
NAM WON GOL,3623 W PICO BLVD,LOS ANGELES,CA,90005,90,A
SAMBA GRILL,735 E 12TH ST STE 403,LOS ANGELES,CA,90021,94,A
CHAYA SUSHI,380 WORLD WAY T44,LOS ANGELES,CA,90045,91,A
TRIMANA,700 EXPOSITION PARK DR,LOS ANGELES,CA,90007,100,A
TRADER JOE'S #215,11755 W OLYMPIC BLVD,LOS ANGELES,CA,90064,96,A
BOBA LOCA,10946 WEYBURN AVE,LOS ANGELES,CA,90024,91,A
POLLOS A LA BRASA,2161 COLORADO BLVD,LOS ANGELES,CA,90041,95,A
FOOD 4 LESS #766,5100 N FIGUEROA ST,LOS ANGELES,CA,90042,93,A
YEN SUSHI,11819 WILSHIRE BLVD STE 101,LOS ANGELES,CA,90025,95,A
EL TARASCO CAFE,2130 S SAN PEDRO ST,LOS ANGELES,CA,90011,93,A
RALPHS MARKET #210,11727 W OLYMPIC BLVD,LOS ANGELES,CA,90064,90,A
GONJI AM RESTAURANT,4653 1/2 W BEVERLY BLVD,LOS ANGELES,CA,90004,97,A
HONG KONG BANJUM,735 E 12TH ST STE 405,LOS ANGELES,CA,90021,93,A
PETROSSIAN CAVIAR,380 WORLD WAY T45,LOS ANGELES,CA,90045,95,A
HIGHLAND DELI / MARKET,6901 N FIGUEROA ST,LOS ANGELES,CA,90042,80,B
INDIA'S TANDOORI,11819 WILSHIRE BLVD STE 206,LOS ANGELES,CA,90025,95,A
BREADBAR,10250 SANTA MONICA BLVD STE 1280,LOS ANGELES,CA,90067,93,A
HANNAM CHAIN SUPERMARKET,2740 W OLYMPIC BLVD,LOS ANGELES,CA,90006,90,A
ZAMORA BROS. MEAT MARKET,1559 W PICO BLVD,LOS ANGELES,CA,90015,90,A
ZAMORA BROS. MEAT MARKET,1559 W PICO BLVD,LOS ANGELES,CA,90015,95,A
RALPHS MARKET #210,11727 W OLYMPIC BLVD,LOS ANGELES,CA,90064,94,A
EL POLLO FRESCO,557 N HOOVER ST,LOS ANGELES,CA,90004,90,A
PICO SEAFOOD FISH MARKET,3601 W PICO BLVD,LOS ANGELES,CA,90019,94,A
V CAFE,8164 MELROSE AVE,LOS ANGELES,CA,90046,80,B
DUMPLING HOUSE,3525 W 3RD ST #6,LOS ANGELES,CA,90020,92,A
TRIMANA,12100 WILSHIRE BLVD M30,LOS ANGELES,CA,90025,94,A
HU'S  RESTAURANT,10450 NATIONAL BLVD,LOS ANGELES,CA,90034,92,A
FATBURGER,11275 VENICE BLVD,LOS ANGELES,CA,90066,96,A
VAKA BURGER EXPRESS,2765 E OLYMPIC BLVD,LOS ANGELES,CA,90023,96,A
LA INDIA BONITA CAFE,1277 S INDIANA ST,LOS ANGELES,CA,90023,90,A
TEN-TEN,735 E 12TH ST # 412,LOS ANGELES,CA,90015,91,A
LA VILLA CAFE,4105 CHEVY CHASE DR,LOS ANGELES,CA,90039,92,A
CURRY HOUSE,123 ASTRONAUT ELLISON ONIZUKA ST #204,LOS ANGELES,CA,90012,94,A
800 DEGREES PIZZERIA,380 WORLD WAY T31,LOS ANGELES,CA,90045,90,A
THE VILLAGE BAKERY & CAFE,3119 LOS FELIZ BLVD,LOS ANGELES,CA,90039,91,A
GENGHIS,740 N FAIRFAX AVE,LOS ANGELES,CA,90046,94,A
CHURCH & STATE,1850 E INDUSTRIAL ST APT 100,LOS ANGELES,CA,90021,90,A
TOFUYA BBQ,11267 NATIONAL BLVD,LOS ANGELES,CA,90064,94,A
CRYSTAL BAKERY,3976 S FIGUEROA ST,LOS ANGELES,CA,90037,97,A
ALIBI ROOM,12236 W WASHINGTON BLVD,LOS ANGELES,CA,90066,87,B
PILI'S TACOS,11924 SANTA MONICA BLVD,LOS ANGELES,CA,90025,90,A
SINGAPORE'S BANANA LEAF,6333 W 3RD ST STE 122,LOS ANGELES,CA,90036,93,A
CERESE'S PIZZA,351 S ATLANTIC BLVD,LOS ANGELES,CA,90022,95,A
HAMAKAZE,13327 W WASHINGTON BLVD,LOS ANGELES,CA,90066,90,A
OLYMPIC DONUT #11 (PK DONUTS),3771 E 1ST ST,LOS ANGELES,CA,90063,93,A
NIKO NIKO SUSHI,10839 NATIONAL BLVD,LOS ANGELES,CA,90064,93,A
RALPHS MARKET #16,670 S WESTERN AVE,LOS ANGELES,CA,90010,95,A
EL NUEVO MUNDO MARKET,1735 W 7TH ST,LOS ANGELES,CA,90017,91,A
MONG KOREAN BBQ,100 S WESTERN AVE,LOS ANGELES,CA,90004,91,A
SUBWAY SANDWICH # 15121,3274 W SLAUSON AVE,LOS ANGELES,CA,90043,94,A
GUATEMALTECA BAKERY,4032 BEVERLY BLVD,LOS ANGELES,CA,90004,90,A
100% MEXICANA,3225 S CENTRAL AVE,LOS ANGELES,CA,90011,96,A
COLORADO DONUTS,1578 COLORADO BLVD STE 14,LOS ANGELES,CA,90041,93,A
SUBWAY #61351,7021 W HOLLYWOOD BLVD #205,LOS ANGELES,CA,90028,96,A
LA FAVORITA BAKERY-1ST ST,3559 E 1ST ST,LOS ANGELES,CA,90063,86,B
LA BUENA FE MARKET,4726 MELROSE AVE,LOS ANGELES,CA,90029,94,A
CHINA DEPOT,6333 W 3RD ST 744,LOS ANGELES,CA,90036,90,A
LAX SOUVENIERS AND GIFT SHOP,8620 AIRPORT BLVD,LOS ANGELES,CA,90045,100,A
FARMERS MARKET POULTRY,6333 W 3RD ST STE 216,LOS ANGELES,CA,90036,94,A
MANUEL'S BURGERS,254 E MANCHESTER AVE,LOS ANGELES,CA,90003,93,A
ASLAN CATERING,2750 COLORADO BLVD #4,LOS ANGELES,CA,90041,98,A
AMERICAN GIRL,189 THE GROVE DR # F-10,LOS ANGELES,CA,90036,90,A
SUPER TORTAS LUISITOS,1908 3/4 E 1ST ST,LOS ANGELES,CA,90033,93,A
JOE'S PIZZA,10250 SANTA MONICA BLVD # FC-O7,LOS ANGELES,CA,90067,91,A
MCDONALD'S # 2817,101 W MANCHESTER AVE,LOS ANGELES,CA,90003,93,A
OKI DOG 3,860 N FAIRFAX AVE,LOS ANGELES,CA,90046,92,A
SLAPFISH,200 WORLD WAY # 225,LOS ANGELES,CA,90045,92,A
BIONICOS LA PALAPA #3,5560 N FIGUEROA ST,LOS ANGELES,CA,90042,90,A
GROUND COFFEE,4658 MELROSE AVE 109,LOS ANGELES,CA,90029,93,A
SEPAN BANQUET HALL,3410 N GLENDALE BLVD,LOS ANGELES,CA,90039,90,A
STARBUCKS COFFEE #13222,800 W OLYMPIC BLVD STE 102,LOS ANGELES,CA,90015,98,A
EL SUPER,1100 W SLAUSON AVE,LOS ANGELES,CA,90044,86,B
FANNY'S RESTAURANT,5455 N FIGUEROA ST,LOS ANGELES,CA,90042,97,A
YOUNG'S WATER STORE,9156 S WESTERN AVE,LOS ANGELES,CA,90047,97,A
MARUKAI MARKET,123 ASTRONAUT ELLISON ONIZUKA ST #106,LOS ANGELES,CA,90012,92,A
GOLDEN BIRD INC.,8300 S WESTERN AVE,LOS ANGELES,CA,90047,97,A
GODFATHER'S ITALIAN RESTAURA,10401 W VENICE BLVD STE #105,LOS ANGELES,CA,90034,93,A
VITO'S PIZZA,846 N LA CIENEGA BLVD,LOS ANGELES,CA,90069,90,A
THAI SPIRIT RESTAURANT,2617 COLORADO BLVD,LOS ANGELES,CA,90041,92,A
PINK'S,709 N LA BREA AVE,LOS ANGELES,CA,90038,93,A
KABOB GRILL,10401 VENICE BLVD STE #101B,LOS ANGELES,CA,90034,92,A
LITTLE CAESARS,183 W MANCHESTER AVE,LOS ANGELES,CA,90003,95,A
WESTSIDE MARKET & WINE,11031 SANTA MONICA BLVD,LOS ANGELES,CA,90025,100,A
FOLLIERO'S PIZZA AND DELI,5566 N FIGUEROA ST,LOS ANGELES,CA,90042,90,A
DFS MARKET,200 WORLD WAY,LOS ANGELES,CA,90045,100,A
DAILY DONUT,2009 VENICE BLVD,LOS ANGELES,CA,90006,92,A
THE COFFEE BEAN & TEA LEAF,11049 SANTA MONICA BLVD # 109,LOS ANGELES,CA,90025,97,A
CARVEL #3288,11037 SANTA MONICA BLVD,LOS ANGELES,CA,90025,97,A
MEATLAND BAKERY,3801 E 1ST ST,LOS ANGELES,CA,90063,91,A
TRIPLE 8 RESTAURANT,800 W OLYMPIC BLVD # 120,LOS ANGELES,CA,90015,90,A
MY TWO CENTS,5583 W PICO BLVD,LOS ANGELES,CA,90019,81,B
CHINA BEAUTY,5465 N FIGUEROA ST,LOS ANGELES,CA,90042,81,B
RALPHS MARKET #16,670 S WESTERN AVE,LOS ANGELES,CA,90010,90,A
SUPER DISCOUNT WORLD,3994 S FIGUEROA ST,LOS ANGELES,CA,90037,98,A
PURITAN POULTRY,6333 W 3RD ST #,LOS ANGELES,CA,90036,96,A
MIMI'S CAFE,2925 LOS FELIZ BLVD,LOS ANGELES,CA,90039,91,A
SINAI MINI MARKET,1820 W 54TH ST,LOS ANGELES,CA,90062,94,A
D'S ORIGINAL TAKE OUT GRILL,7873 S WESTERN AVE,LOS ANGELES,CA,90047,91,A
CAFE LOS FELIZ INC,2118 HILLHURST AVE,LOS ANGELES,CA,90027,94,A
LA POBLANITA,3051 W 7TH ST,LOS ANGELES,CA,90005,90,A
M'DEARS DESERTS BAKERY & BIS,7717 S WESTERN AVE,LOS ANGELES,CA,90047,91,A
LUCEROS #2,3540 E 1ST ST,LOS ANGELES,CA,90063,93,A
POWER PLANT SUPER FOOD CAFE,5671 W PICO BLVD,LOS ANGELES,CA,90019,96,A
CARL'S JR #440,1439 E GAGE AVE,LOS ANGELES,CA,90001,98,A
"ATLANTIC PETROLEUM, INC.",301 S ATLANTIC BLVD,LOS ANGELES,CA,90022,99,A
SPITZ,2506 COLORADO BLVD,LOS ANGELES,CA,90041,92,A
TOM'S JR #3,3996 S FIGUEROA ST,LOS ANGELES,CA,90037,97,A
