,Restaurant ID,Restaurant Name,Restaurant Address,Restaurant City,Restaurant State,Restaurant ZIP,Health Inspection Score,Health Inspection Grade
33653,PR0017005,PA ORD NOODLE,5301 W SUNSET BLVD STE #8,LOS ANGELES,CA,90027,83,B
33668,PR0174629,NUESTRO RINCONCITO SALVADORENO Y GUATEMALTECO,501 N WESTERN AVE,LOS ANGELES,CA,90004,90,A
33678,PR0020499,QUIZNO'S SUB #1786,8800 S SEPULVEDA BLVD STE 3,LOS ANGELES,CA,90045,93,A
33694,PR0173783,LYFE KTICHEN,12746 JEFFERSON BLVD # 2200,LOS ANGELES,CA,90094,93,A
33696,PR0151379,VINTAGE WINE + MARKET,3300 OVERLAND AVE #107,LOS ANGELES,CA,90034,93,A
33711,PR0019921,ALEX GROCERY,425 E 7TH ST,LOS ANGELES,CA,90014,96,A
33723,PR0032403,SANTA BARBARA MINI MARKET,5037 COMPTON AVE,LOS ANGELES,CA,90011,91,A
33731,PR0156978,KRISPY KRUNCHY CHICKEN,3650 MARTIN LUTHER KING BLVD FC 1,LOS ANGELES,CA,90008,96,A
33734,PR0022162,LUCY'S RESTAURANT,7313 S CENTRAL AVE,LOS ANGELES,CA,90001,92,A
33738,PR0046569,LOS AMIGOS MARKET,4907 MAPLEWOOD AVE,LOS ANGELES,CA,90004,80,B
33745,PR0022028,CHINA EXPRESS,8522 S WESTERN AVE # #B,LOS ANGELES,CA,90047,90,A
33756,PR0146183,"K-TOWN RESTAURANT, INC.",1925 W OLYMPIC BLVD,LOS ANGELES,CA,90006,94,A
33770,PR0022479,HAPPY CORNER,700 S SPRING ST,LOS ANGELES,CA,90014,95,A
33787,PR0039280,YAMASHIRO MAIN/BANQUET BARS,1999 N SYCAMORE AVE,LOS ANGELES,CA,90068,97,A
33797,PR0027829,DAEWON BOWL,3250 W OLYMPIC BLVD STE 315,LOS ANGELES,CA,90006,95,A
33808,PR0147854,VEES CAFE,2310 WHITTIER BLVD,LOS ANGELES,CA,90023,92,A
33823,PR0040900,YAMASHIRO,1999 N SYCAMORE AVE,LOS ANGELES,CA,90068,95,A
33824,PR0169510,HOLLYWOOD KITCHEN,6801 HOLLYWOOD BLVD # 419,LOS ANGELES,CA,90028,93,A
33850,PR0177674,FRESH PLUS PRODUCE,3663 W 6TH ST # G102,LOS ANGELES,CA,90020,90,A
33890,PR0170056,K' RILL KOREAN CUISINE,404 S FIGUEROA ST STE 409,LOS ANGELES,CA,90071,84,B
33941,PR0137928,EIGHTY  TWO,707 E 4TH PL,LOS ANGELES,CA,90013,93,A
33944,PR0048058,SUBWAY SANDWICHES AND SALADS,458 S HILL ST,LOS ANGELES,CA,90013,97,A
33951,PR0038354,KIM BANG AH,3031 W OLYMPIC BLVD,LOS ANGELES,CA,90006,81,B
33969,PR0047900,SUPER MERCADO SAN CARLOS,2801 N MAIN ST,LOS ANGELES,CA,90031,93,A
33979,PR0156180,CHEZ-ANTOINE,5511 N FIGUEROA ST,LOS ANGELES,CA,90042,83,B
33995,PR0006522,MEALS BY GENET,1053 S FAIRFAX AVE,LOS ANGELES,CA,90019,98,A
33996,PR0170438,D  SHU,735 E 12TH ST STE 408,LOS ANGELES,CA,90018,91,A
34044,PR0026350,EL PAJONAL RESTAURANT,1133 N VERMONT AVE,LOS ANGELES,CA,90029,94,A
34055,PR0004605,WESTERN SMOKE HOUSE,10640 WOODBINE ST STE #104,LOS ANGELES,CA,90034,100,A
34077,PR0153006,MED. GRILL,229 E 9TH ST,LOS ANGELES,CA,90015,95,A
34094,PR0164458,RESTAURANT MAR AZUL SALVADORIAN & MEXICAN CUISINE,4067 BEVERLY BLVD,LOS ANGELES,CA,90004,90,A
34117,PR0176965,SNACK TIME MARKET,547 S BROADWAY ST,LOS ANGELES,CA,90013,95,A
34119,PR0179044,FAMILY MINI MARKET,4785 SANTA MONICA BLVD,LOS ANGELES,CA,90029,96,A
34134,PR0026357,PASTELERIA TRES LECHES,3200 E 4TH ST,LOS ANGELES,CA,90063,93,A
34144,PR0040019,IT'S THAI HOME RESTAURANT,1311 N GLENDALE BLVD STE A,LOS ANGELES,CA,90026,90,A
34151,PR0147121,K-POP CHICKEN,414 S WESTERN AVE #B,LOS ANGELES,CA,90020,94,A
34157,PR0172556,GUDA BBQ,356 S WESTERN AVE # 203,LOS ANGELES,CA,90020,92,A
34170,PR0023028,MIS FAMILY MARKET,9611 S VERMONT AVE,LOS ANGELES,CA,90044,93,A
34173,PR0157247,EL HABANERO LATINO,752 S VERMONT AVE,LOS ANGELES,CA,90005,100,A
34252,PR0016511,SPORTS AUTHORITY #637,1919 S SEPULVEDA BLVD # #37,LOS ANGELES,CA,90025,100,A
34253,PR0025964,DONA MARY RESTAURANT,1901 S ALAMEDA ST STE 115,LOS ANGELES,CA,90058,91,A
34282,PR0003882,FIRST WOK,5565 W MANCHESTER AVE,LOS ANGELES,CA,90045,90,A
34294,PR0022521,STEINGARTEN,10543 W PICO BLVD,LOS ANGELES,CA,90064,90,A
34310,PR0017575,BOLEE'S,10100 SANTA MONICA BLVD STE #160,LOS ANGELES,CA,90067,90,A
34316,PR0047209,B D BURGERS,10203 S CENTRAL AVE,LOS ANGELES,CA,90002,93,A
34327,PR0003485,LYLY'S NUTRITION,3330 1/2 CITY TERRACE DR,LOS ANGELES,CA,90063,97,A
34328,PR0027008,HOOPER MARKET,2339 S HOOPER AVE,LOS ANGELES,CA,90011,92,A
34344,PR0023794,COCOROO,2740 W OLYMPIC BLVD,LOS ANGELES,CA,90006,94,A
34349,PR0028014,SUBWAY,5353 WILSHIRE BLVD STE #D,LOS ANGELES,CA,90036,95,A
34353,PR0169372,MIYAKO,2212 W SUNSET BLVD,LOS ANGELES,CA,90026,95,A
34370,PR0169445,"JIP BOB,  INC",517 E OLYMPIC BLVD,LOS ANGELES,CA,90015,96,A
34372,PR0042486,LADY CHOCOLATT CAFE,12008 WILSHIRE BLVD # 101,LOS ANGELES,CA,90025,92,A
34373,PR0046808,MANDOURANG,2740 W OLYMPIC BLVD,LOS ANGELES,CA,90006,94,A
34382,PR0156139,JONG WON MAK KOOK SOO,928 S WESTERN AVE #123,LOS ANGELES,CA,90006,93,A
34404,PR0175263,MARIAS RESTAURANT,8328 COMPTON AVE,LOS ANGELES,CA,90001,94,A
34438,PR0174414,FORK-IN AUSSIE PIE KITCHEN,5173 W SUNSET BLVD,LOS ANGELES,CA,90027,96,A
34495,PR0045456,L.A. PIZZA,8451 S VERMONT AVE,LOS ANGELES,CA,90044,96,A
34514,PR0028636,MEATLAND CARNICERIA,112 N GAGE AVE,LOS ANGELES,CA,90063,84,B
34532,PR0024614,F & M DONUTS AND CAFE,5117 S FIGUEROA ST,LOS ANGELES,CA,90037,90,A
34557,PR0122779,TERESITA'S MARKET,4107 S CENTRAL AVE,LOS ANGELES,CA,90011,87,B
34615,PR0168924,PHO PALACE,861 N SPRING ST STE 103,LOS ANGELES,CA,90012,92,A
34625,PR0010287,LA PUPUSERIA EL PEPETO,6071 E OLYMPIC BLVD,LOS ANGELES,CA,90022,98,A
34661,PR0121575,SQUARE ONE AT THE BOATHOUSE,751 ECHO PARK AVE,LOS ANGELES,CA,90026,97,A
34710,PR0016397,O T LIQUORS,1920 E OLYMPIC BLVD,LOS ANGELES,CA,90021,100,A
34719,PR0041729,PANADERIA SALVADORENA BAKERY,4873 SANTA MONICA BLVD,LOS ANGELES,CA,90029,90,A
34726,PR0029778,YOUNGS MARKET,5421 S HOOVER ST,LOS ANGELES,CA,90037,95,A
34737,PR0000227,FIESTA MEXICANA,1225 E WASHINGTON BLVD,LOS ANGELES,CA,90021,90,A
34767,PR0045500,PUPUSERIA JUTIAPA,5701 S VERMONT AVE,LOS ANGELES,CA,90037,90,A
34778,PR0012255,MO MO KOREAN BBQ,1720 S SOTO ST,LOS ANGELES,CA,90023,87,B
34779,PR0166620,MANA CAFE,1220 S MAPLE ST # 100,LOS ANGELES,CA,90015,86,B
34783,PR0024715,MIKE SANDWICH SHOP,1717 S SOTO ST,LOS ANGELES,CA,90023,96,A
34788,PR0015911,OLD BANK GENERAL MARKET,409 S MAIN ST,LOS ANGELES,CA,90013,95,A
34795,PR0175751,55 BUNGEE RAMEN,1147 S WESTERN AVE,LOS ANGELES,CA,90006,95,A
34810,PR0004716,MONTEREY DONUTS,5930 MONTEREY RD,LOS ANGELES,CA,90042,98,A
34830,PR0033474,MARQUEZ STORE,4433 S ALAMEDA ST,LOS ANGELES,CA,90058,94,A
34836,PR0045030,LA REYNA TORTERIA,4433 S ALAMEDA ST # AA-5,LOS ANGELES,CA,90058,96,A
34842,PR0002827,SEVENTH VEIL,7180 W SUNSET BLVD,LOS ANGELES,CA,90046,95,A
34882,PR0011306,CRAZY GIRLS,1433 N LA BREA AVE,LOS ANGELES,CA,90028,90,A
34944,PR0033279,AMIGO LIQUOR,2601 W 7TH ST,LOS ANGELES,CA,90057,96,A
34973,PR0044195,STK/BAGATELLE,755 N LA CIENEGA BLVD,LOS ANGELES,CA,90069,93,A
34983,PR0047725,TUMBY'S PIZZA,8509 S FIGUEROA ST 107,LOS ANGELES,CA,90044,97,A
35004,PR0012366,HAIFA,8717 W PICO BLVD,LOS ANGELES,CA,90035,90,A
35007,PR0153227,IMPERIAL LIQUOR,1602 W PICO BLVD,LOS ANGELES,CA,90015,94,A
35010,PR0024648,#1 DONUT,8509 S FIGUEROA ST,LOS ANGELES,CA,90003,98,A
35021,PR0009987,PANTRY'S PIZZA,1976 S LA CIENEGA BLVD,LOS ANGELES,CA,90034,85,B
35070,PR0130742,BOKGA INC.,545 S WESTERN AVE,LOS ANGELES,CA,90020,90,A
35076,PR0032882,ANGELINO MARKET,2518 W JAMES M WOOD BLVD,LOS ANGELES,CA,90006,94,A
35094,PR0000784,LA MINI MARKET,752 S SAN PEDRO ST,LOS ANGELES,CA,90014,90,A
35105,PR0122711,SHERATON HOTEL,6101 W CENTURY BLVD,LOS ANGELES,CA,90045,99,A
35135,PR0167198,SAMURAI RESTAURANT,1260 S SOTO ST,LOS ANGELES,CA,90023,92,A
35145,PR0175192,POPKITCH,360 S ALVARADO ST # 6,LOS ANGELES,CA,90057,93,A
35154,PR0173871,MYUNG POOM SOON DAE,543 S WESTERN AVE,LOS ANGELES,CA,90020,90,A
35170,PR0008924,AQUA CAFE,610 S RAMPART BLVD STE #12,LOS ANGELES,CA,90057,92,A
35218,PR0156337,WORLD WIDE SEAFOOD,4810 MELROSE AVE,LOS ANGELES,CA,90029,95,A
35233,PR0137960,EBANOS CROSSING,200 S HILL ST 1ST F,LOS ANGELES,CA,90012,98,A
35252,PR0170837,PAO JAO DUMPLING HOUSE LA,735 E 12TH ST # 402,LOS ANGELES,CA,90021,83,B
35273,PR0153364,L & G MINI MARKET DISCOUNT,6415 1/2 S VERMONT AVE,LOS ANGELES,CA,90044,93,A
35274,PR0009749,MCDONALD'S #17209,505 S FLOWER ST # #B-20,LOS ANGELES,CA,90017,96,A
35275,PR0174311,MR J'S LOUISIANA KICHEN LLC,4213 CRENSHAW BLVD,LOS ANGELES,CA,90008,91,A
35276,PR0151935,INNODINE ENTERTAINMENT INC,3450 W 6TH ST STE 102,LOS ANGELES,CA,90020,82,B
35279,PR0177916,ET'S DONUT,1545 CRENSHAW BLVD,LOS ANGELES,CA,90019,91,A
35328,PR0173403,HAPPY TACOS TO GO,1309 S HOOVER ST,LOS ANGELES,CA,90006,96,A
35374,PR0005508,BIG MAMA'S AND PAPA'S PIZZER,7353 W SUNSET BLVD,LOS ANGELES,CA,90046,93,A
35378,PR0023421,LITTLE ONGPIN FAST FOOD,1700 BEVERLY BLVD,LOS ANGELES,CA,90026,90,A
35386,PR0001857,PENNY'S BURGERS,6300 N FIGUEROA ST,LOS ANGELES,CA,90042,97,A
35400,PR0031961,SUBWAY #28422,6151 W CENTURY BLVD STE 104,LOS ANGELES,CA,90045,95,A
35421,PR0015699,COCO'S INTERNATIONAL FOOD,922 N ALVARADO ST STE #C,LOS ANGELES,CA,90026,97,A
35446,PR0177342,EXCELLENT THAI CAFE,1220 W 7TH ST,LOS ANGELES,CA,90017,90,A
35475,PR0038100,54 TWENTY,5420 HOLLYWOOD BLVD,LOS ANGELES,CA,90027,95,A
35486,PR0153032,NATURAL SELECTION,646 S MAIN ST,LOS ANGELES,CA,90014,95,A
35502,PR0035941,SALAZAR PARK SENIOR FEEDING,3864 E WHITTIER BLVD,LOS ANGELES,CA,90063,96,A
35522,PR0026978,TAHI BBQ RESTAURANT,851 S VERMONT AVE,LOS ANGELES,CA,90005,82,B
35548,PR0020381,SEMI SWEET,107 E 6TH ST,LOS ANGELES,CA,90013,92,A
35612,PR0025416,LEE'S ARCO,5804 S CRENSHAW BLVD,LOS ANGELES,CA,90043,96,A
35617,PR0042088,MIKA SUSHI,11102 W OLYMPIC BLVD,LOS ANGELES,CA,90064,90,A
35637,PR0037205,PENNY DISCOUNT,3426 E WHITTIER BLVD,LOS ANGELES,CA,90023,95,A
35651,PR0025437,CRENSHAW DISCOUNT STORE,3657 S CRENSHAW BLVD,LOS ANGELES,CA,90016,87,B
35661,PR0156748,POK POK PHAT THAI,727 N BROADWAY STE 130,LOS ANGELES,CA,90012,98,A
35664,PR0003592,OK MARKET,2228 WHITTIER BLVD,LOS ANGELES,CA,90023,90,A
35667,PR0166622,FRESCA WATER,139 S MEDNIK AVE,LOS ANGELES,CA,90022,95,A
35715,PR0044692,EL TREBOL,3731 W PICO BLVD,LOS ANGELES,CA,90019,91,A
35719,PR0033924,ANGELO'S BAKERY,5118 WHITTIER BLVD,LOS ANGELES,CA,90022,90,A
35720,PR0015894,SAM'S MARKET,4103 S HOOVER ST,LOS ANGELES,CA,90037,99,A
35729,PR0152905,HYGGE BAKERY & CAFE,1106 HOPE ST,LOS ANGELES,CA,90015,91,A
35750,PR0032760,EAST WEST HEALTH CENTER,901 S WESTERN AVE STE 105,LOS ANGELES,CA,90006,90,A
35763,PR0041444,"BREWER,DAVID DBA",902 S OLIVE ST,LOS ANGELES,CA,90015,95,A
35776,PR0032081,CARNITAS MICHOACAN,741 S SOTO ST,LOS ANGELES,CA,90023,87,B
35788,PR0047504,ELA SERVICE CENTER,133 N SUNOL DR,LOS ANGELES,CA,90063,98,A
35789,PR0024016,DELI & DELITES,5750 WILSHIRE BLVD STE 170,LOS ANGELES,CA,90036,90,A
35793,PR0040023,THE GLENDON BAR AND KITCHEN,1071 S GLENDON AVE,LOS ANGELES,CA,90024,91,A
35797,PR0173246,RETABLO PERUVIAN CUISINE,1015 WALL ST # 123,LOS ANGELES,CA,90015,84,B
35812,PR0044642,FAIRMOUNT TERRACE IT,822 N HAZARD AVE,LOS ANGELES,CA,90063,98,A
35818,PR0015506,LA CEST SI BON,1101 S VERMONT AVE # 101-0,LOS ANGELES,CA,90006,80,B
35831,PR0177830,HONMACHI,3324 W 6TH ST # A,LOS ANGELES,CA,90020,91,A
35840,PR0156966,PURGATORY AT THE JUNCTION,3536 W SUNSET BLVD,LOS ANGELES,CA,90026,95,A
35850,PR0000744,PRES SAMMY CHAO,1038 S HILL ST,LOS ANGELES,CA,90015,93,A
35861,PR0009489,GOLD MEDAL CHINESE FOOD,1600 W 6TH ST,LOS ANGELES,CA,90017,91,A
35875,PR0034762,GREEN APPLE MARKET # 3,500 S SAN PEDRO ST # #B,LOS ANGELES,CA,90013,97,A
35924,PR0026455,VERNON MARKET,1717 W VERNON AVE,LOS ANGELES,CA,90062,92,A
35925,PR0026343,FEREGRIND MINI MARKET,2004 S MAPLE AVE,LOS ANGELES,CA,90011,94,A
35926,PR0121102,UNION NINTY NINE CENTS,2304 UNION AVE,LOS ANGELES,CA,90007,99,A
35929,PR0046940,SMART & FINAL #341,1125 E EL SEGUNDO BLVD,LOS ANGELES,CA,90059,92,A
35936,PR0047246,YWCA OF GREATER LA/SENIOR,4315 UNION PACIFIC AVE,LOS ANGELES,CA,90023,100,A
35938,PR0168480,ZIP SUSHI & IZAKAYA,744 E 3RD ST,LOS ANGELES,CA,90013,90,A
35960,PR0157814,JOE SUPERMARKET,12131 WASHINGTON PL # E,LOS ANGELES,CA,90066,90,A
36001,PR0021502,AMIGOS MARKET,803 CYPRESS AVE,LOS ANGELES,CA,90065,90,A
36012,PR0046545,SUBWAY,1400 W PICO BLVD,LOS ANGELES,CA,90015,97,A
36028,PR0031491,C & J MINIMART,11228 S WILMINGTON AVE,LOS ANGELES,CA,90059,96,A
36046,PR0020534,TOMMY'S LIQUOR,10940 WILMINGTON AVE,LOS ANGELES,CA,90059,94,A
36061,PR0047133,ROBEKS JUICE,8905 S SEPULVEDA BLVD,LOS ANGELES,CA,90045,93,A
36084,PR0176168,OSCARS MINI MARKET 99C,4314 ASCOT AVE,LOS ANGELES,CA,90011,99,A
36088,PR0040366,CABIN LIQUOR STORE,5633 W ADAMS BLVD,LOS ANGELES,CA,90016,87,B
36109,PR0001257,ORIENTAL HOUSE RESTAURANT,2302 S LA CIENEGA BLVD,LOS ANGELES,CA,90034,95,A
36144,PR0016865,EXPRESS MINI MART,1935 E FLORENCE AVE,LOS ANGELES,CA,90001,100,A
36173,PR0166572,TEPECHI RESTAURANT,3702 MEDFORD ST,LOS ANGELES,CA,90063,90,A
36196,PR0043031,THE PINK STORE MARKET,11320 S MONA BLVD,LOS ANGELES,CA,90059,94,A
36202,PR0007953,GOOD MICROBREW & GRILL,3725 W SUNSET BLVD,LOS ANGELES,CA,90026,94,A
36205,PR0176170,LA ESQUINITA,1163 VENICE BLVD,LOS ANGELES,CA,90015,91,A
36206,PR0039415,EAST HIGHLAND MARKET,6818 HOLLYWOOD BLVD,LOS ANGELES,CA,90028,92,A
36229,PR0026923,LITTLE CAESAR'S PIZZA,5945 W PICO BLVD,LOS ANGELES,CA,90035,93,A
36234,PR0152464,GARLO'S PIES,1010 GLENDON AVE,LOS ANGELES,CA,90024,90,A
36239,PR0023034,BELLAS AGUILAS CAFE,3874 S WESTERN AVE,LOS ANGELES,CA,90062,83,B
36257,PR0175163,AMELIA,7122 BEVERLY BLVD # C,LOS ANGELES,CA,90036,92,A
36310,PR0032535,JUN WON,3100 W 8TH ST STE #101,LOS ANGELES,CA,90005,90,A
36313,PR0177577,IVON CAFE,440 N LA CIENEGA BLVD,LOS ANGELES,CA,90048,92,A
36320,PR0173351,PANADERIA CAPULINA,2439 E CESAR E CHAVEZ AVE,LOS ANGELES,CA,90033,88,B
36366,PR0146153,MARQUEZ MARKET,249 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,CA,90037,94,A
36403,PR0017656,FAT BURGER & CENTURY CITY,10250 STA MON BLVD STE FC-8,LOS ANGELES,CA,90067,96,A
36406,PR0173323,CARNES ASADAS LOS ORTEGA,1682 E VERNON AVE,LOS ANGELES,CA,90011,90,A
36408,PR0013641,ALONDRA AQUA PURIFICADA Y 99,3763 S WESTERN AVE,LOS ANGELES,CA,90018,97,A
36414,PR0153323,CAFE 5901,5901 W OLYMPIC BLVD,LOS ANGELES,CA,90036,95,A
36421,PR0127757,FARMERS INSURANCE ANNEX 2,4750 WILSHIRE BLVD,LOS ANGELES,CA,90010,98,A
36423,PR0003347,EAST LA MARKET #2,2500 WABASH AVE,LOS ANGELES,CA,90033,90,A
36429,PR0173585,LAS CHAMPAS #16,5400 AVALON BLVD,LOS ANGELES,CA,90011,90,A
36452,PR0122473,CHINESE RESTAURANT,3991 S WESTERN AVE #2,LOS ANGELES,CA,90062,91,A
36455,PR0166456,A NUTRITION,3051 WABASH AVE,LOS ANGELES,CA,90063,98,A
36463,PR0122222,KFC,380 WORLD WAY T33,LOS ANGELES,CA,90045,90,A
36470,PR0122223,PANDA EXPRESS,380 WORLD WAY T32,LOS ANGELES,CA,90045,95,A
36488,PR0023216,EL QUEZALTECO,3304 W JEFFERSON BLVD,LOS ANGELES,CA,90018,91,A
36501,PR0038147,"WABASH, INC.",3025 WABASH AVE,LOS ANGELES,CA,90063,94,A
36522,PR0019574,MOCHA EXPRESS,2700 COLORADO BLVD STE 9007,LOS ANGELES,CA,90041,97,A
36576,PR0025265,WINGS-N-GREENS,4448 W SLAUSON AVE,LOS ANGELES,CA,90043,85,B
36579,PR0021074,YOSEMITE GINSBERG & HERBS,657 N BROADWAY,LOS ANGELES,CA,90012,94,A
36644,PR0170722,DONUT TIME,6785 SANTA MONICA BLVD,LOS ANGELES,CA,90038,90,A
36677,PR0039529,NAGUNE,984 S WESTERN AVE,LOS ANGELES,CA,90006,90,A
36695,PR0043318,JIN JIANG SEAFOOD RESTAURANT,11057 SANTA MONICA BLVD,LOS ANGELES,CA,90025,95,A
36699,PR0002443,KIKKA @ LMU,1 LMU DR,LOS ANGELES,CA,90045,97,A
36719,PR0167520,CARTHAY CAFE,6310 SAN VICENTE BLVD # 106,LOS ANGELES,CA,90048,91,A
36720,PR0031754,ROUBO'S PLACE,1651 1/2 N LA BREA AVE,LOS ANGELES,CA,90028,92,A
36739,PR0038357,RAJO AFRICAN PRODUCT MARKET,5356 S CRENSHAW BLVD,LOS ANGELES,CA,90043,89,B
36752,PR0038725,BLACK LIGHT,1159 N WESTERN AVE,LOS ANGELES,CA,90029,93,A
36779,PR0146457,MOO DAE PO,936 S VERMONT AVE,LOS ANGELES,CA,90006,91,A
36804,PR0147791,BAR LATINO,4675 MELROSE AVE,LOS ANGELES,CA,90029,96,A
36820,PR0031029,JOSE CHIQUITO,317 S BROADWAY STE #42,LOS ANGELES,CA,90013,93,A
36824,PR0011249,THE MAN CAVE,3575 W CAHUENGA BLVD W STE #110,LOS ANGELES,CA,90068,80,B
36886,PR0019554,TROPICAL CLUB,1721 S FLOWER ST,LOS ANGELES,CA,90015,99,A
36889,PR0002820,E.J. GABRIELA MARKET,7305 S RAYMOND AVE,LOS ANGELES,CA,90044,91,A
36894,PR0164042,SHOP RITE BROTHERS,1553 MANCHESTER AVE,LOS ANGELES,CA,90047,94,A
36928,PR0034193,QUIZNO'S CLASSIC SUBS,2516 S FIGUEROA ST,LOS ANGELES,CA,90007,98,A
36943,PR0143254,BARBACOA,1030 GLENDON AVE,LOS ANGELES,CA,90024,91,A
36946,PR0000115,PARK'S VITAMINS,4501 S ALAMEDA ST # #J23,LOS ANGELES,CA,90058,99,A
36967,PR0001074,LOS AMIGOS TAQUERIA,1445 W 3RD ST,LOS ANGELES,CA,90017,94,A
36983,PR0006601,JEAN'S MARKET,919 N FOREST AVE,LOS ANGELES,CA,90033,95,A
37014,PR0157582,DOMINICS 1,2721 CENTRAL AVE,LOS ANGELES,CA,90011,85,B
37074,PR0034894,HAL MAE RESTAURANT,3122 W 8TH ST,LOS ANGELES,CA,90005,76,C
37099,PR0175550,COFFEE HOUSE 2,2829 S GRAND AVE,LOS ANGELES,CA,90007,98,A
37108,PR0168164,MY ANGELS RESTAURANT,607 S UNION ST,LOS ANGELES,CA,90017,83,B
37125,PR0173360,LATINO RANCH MARKET,2930 BEVERLY BLVD,LOS ANGELES,CA,90057,86,B
37146,PR0047554,PONCHIK FACTORY,6601 W SUNSET BLVD,LOS ANGELES,CA,90028,95,A
37150,PR0146776,SCJ BARGAIN,2300 S SAN PEDRO ST,LOS ANGELES,CA,90011,99,A
37238,PR0123284,THE CUP,3782 S FIGUEROA ST,LOS ANGELES,CA,90007,92,A
37253,PR0000063,"TORGAN,SHERMAN",7165 W BEVERLY BLVD,LOS ANGELES,CA,90036,97,A
37257,PR0177373,MFI DISCOUNT DEALS,4972 W PICO BLVD # 105,LOS ANGELES,CA,90019,96,A
37281,PR0042528,ECHO PARK MARKET,1940 ECHO PARK AVE,LOS ANGELES,CA,90026,96,A
37284,PR0039041,SA GRYE JUL,4315 W 2ND ST # 206,LOS ANGELES,CA,90004,90,A
37286,PR0000616,HAPPY'S LIQUOR,3192 VERDUGO RD,LOS ANGELES,CA,90065,92,A
37290,PR0151643,THE SECRET,3950 BEVERLY BLVD,LOS ANGELES,CA,90004,93,A
37296,PR0029159,MARKET PLACE RESTAURANT,1102 LAWRENCE ST,LOS ANGELES,CA,90021,92,A
37297,PR0042923,EL POLLON PERUVIAN REST.,5100 E BEVERLY BLVD,LOS ANGELES,CA,90022,90,A
37302,PR0031359,BREW-N-BEANS,11911 SAN VICENTE BLVD STE 148,LOS ANGELES,CA,90049,96,A
37326,PR0039569,S H LIQUOR MARKET,4002 S AVALON BLVD,LOS ANGELES,CA,90011,96,A
37338,PR0018333,SIZZLER #75213,1323 N HIGHLAND AVE,LOS ANGELES,CA,90028,96,A
37339,PR0035300,RITE AID #05423,1534 E FLORENCE AVE,LOS ANGELES,CA,90001,100,A
37371,PR0033089,SD COFFEE SHOP,1606 W 6TH ST,LOS ANGELES,CA,90017,68,C
37387,PR0143260,NAFAS KABOB,830 S MAPLE AVE,LOS ANGELES,CA,90014,96,A
37388,PR0011672,GIANT BARGAIN,1526 E FLORENCE AVE,LOS ANGELES,CA,90001,97,A
37429,PR0047797,LEO'S MARKET,11875 S MAIN ST,LOS ANGELES,CA,90061,96,A
37470,PR0028734,99+ BARGAINS,02211 W WASHINGTON BLVD,LOS ANGELES,CA,90018,97,A
37474,PR0025361,HOUSE OF CHAN DARAE,1511 N CAHUENGA BLVD,LOS ANGELES,CA,90028,90,A
37488,PR0122476,INDIA'S GRILL,428 S SAN VICENTE BLVD,LOS ANGELES,CA,90048,95,A
37528,PR0154031,Z PIZZA,2664 N GRIFFITH PARK BLVD,LOS ANGELES,CA,90039,91,A
37542,PR0020262,BEVERLY CHICKEN,3909 BEVERLY BLVD,LOS ANGELES,CA,90004,90,A
37551,PR0042735,VALUE PLUS TOBACCO MARKET,13406 S AVALON BLVD,LOS ANGELES,CA,90061,100,A
37567,PR0009689,LA 99 CENTS STORE,5330 E WHITTIER BLVD,LOS ANGELES,CA,90022,91,A
37582,PR0146039,KINGS BREAKFAST CAFE,10990 WILSHIRE BLVD STE 180,LOS ANGELES,CA,90025,93,A
37609,PR0026384,TALA'S MARKET,1865 E 97TH ST,LOS ANGELES,CA,90002,90,A
37621,PR0029152,FRESH DONUT,4931 EAGLE ROCK BLVD,LOS ANGELES,CA,90041,94,A
37635,PR0170611,AUNTIE NONA'S RESTAURANT,4463 BEVERLY BLVD STE B,LOS ANGELES,CA,90004,80,B
37694,PR0175543,ROMANS URBAN KITCHEN,401 S HOPE ST,LOS ANGELES,CA,90071,95,A
37702,PR0012569,LICAA'S RESTAURANT,422 S BROADWAY,LOS ANGELES,CA,90013,93,A
37724,PR0146437,BALL & CHAIN,1643 N CAHUENGA BLVD,LOS ANGELES,CA,90028,96,A
37729,PR0130729,ABBY'S 99 & UP,4217 S HOOVER ST,LOS ANGELES,CA,90037,97,A
37763,PR0023805,LA REYNA,2000 E 7TH ST,LOS ANGELES,CA,90021,91,A
37765,PR0173480,EL FAMOSO TEXCOCO,222 W SLAUSON AVE,LOS ANGELES,CA,90003,80,B
37772,PR0177124,NEW L.A. BURGER MEXICAN FOOD,7915 S CENTRAL AVE,LOS ANGELES,CA,90001,90,A
37782,PR0018832,SMITTY'S DRIVE IN,13409 S AVALON BLVD,LOS ANGELES,CA,90061,97,A
37805,PR0016464,D AND D DELI,530 E 6TH ST,LOS ANGELES,CA,90021,93,A
37819,PR0003077,MR T CO,6200 S WESTERN AVE,LOS ANGELES,CA,90047,95,A
37863,PR0153098,LA MARGARITAS MEXICAN FOOD 2,429 E 11TH ST,LOS ANGELES,CA,90015,90,A
37873,PR0017223,HONG KONG BANJUM,4317 W BEVERLY BLVD,LOS ANGELES,CA,90004,97,A
37875,PR0171940,THE JUICE LAB,3959 WILSHIRE BLVD # B5,LOS ANGELES,CA,90010,91,A
37876,PR0008871,Z PIZZA,123 N LARCHMONT BLVD,LOS ANGELES,CA,90004,97,A
