,id,name,overall_rating,review_count,address,city,state,zip
129,eNPaF_hVdpxMkzyq9kenYQ,The Park's Finest,4.0,2087,1267 W Temple St,Los Angeles,CA,90026
130,xU6pcazbyB1lxA631YJEkg,Joy,4.5,878,5100 York Blvd,Los Angeles,CA,90042
131,l2TpbvvizsNl-GBCRb8I1A,Taste of Tehran,4.5,944,1915 Westwood Blvd,Los Angeles,CA,90025
132,6GTaESIP0r1oFunFqqevsw,Cafe Gratitude,4.0,2114,639 N Larchmont Blvd,Los Angeles,CA,90004
133,RgLppz8IyYLM6eQZklOv9w,Spitz - Los Feliz,4.0,772,1725 Hillhurst Ave,Los Angeles,CA,90027
134,ho3kMMflXm9q9skQui4ioQ,Chef Kang Korean Taco,5.0,8,3881 Wilshire Blvd,Los Angeles,CA,90010
135,hPevQl0mBhTFUXZ0baMq0Q,RiceBox,4.5,234,541 S Spring St,Los Angeles,CA,90013
136,CbW8U0QAwh5XRkaLt0xNZA,Masa of Echo Park,4.0,4249,1800 W Sunset Blvd,Los Angeles,CA,90026
137,YoQn8MtOimQbqi839TmeZw,Osteria Mozza,4.0,2816,6602 Melrose Ave,Los Angeles,CA,90038
138,aVOeM9zGvIcyKuJWEMxc5w,Dave's Hot Chicken,4.0,316,3462 Wilshire Blvd,Los Angeles,CA,90010
139,RAzUPIaCuqufZoPV9gwzUQ,Honeybird,4.0,149,3201 S Hoover St,Los Angeles,CA,90007
140,H6zhdp4uIC7a8Dq-ZBjH4Q,Wax Paper,4.5,324,2902 Knox Ave,Los Angeles,CA,90039
141,c7xLlX7RjxD0WUcl2sm4Lw,Faith & Flower,4.0,2526,705 W 9th St,Los Angeles,CA,90015
142,ta7GyGyMGnn_LeJkUeLqdQ,Wood Spoon,4.0,1407,107 W 9th St,Los Angeles,CA,90015
143,BEItepse0gBSfkJ4sb_k-g,Hae Ha Heng Thai Bistro,4.5,1245,301 S Western Ave,Los Angeles,CA,90020
144,kXrHt3XkNd_q5rISuvuvVg,Berlins,4.5,1002,8474 W 3rd St,Los Angeles,CA,90048
145,a_uYoJZXXU6qchol8caoGA,SUPAMU,4.5,12,615 N Western Ave,Los Angeles,CA,90004
146,cG2QWy4XDW4V-l4ufEKYnQ,Lalibela Ethiopian Restaurant,4.5,418,1025 S Fairfax Ave,Los Angeles,CA,90019
147,1lxtw52CJ9ip6VqQCzt2Fw,The Burrow,5.0,280,821 S Flower St,Los Angeles,CA,90017
148,qLEz9y4lYHzEBko0o6SXpQ,LA Prime,4.0,944,404 S Figueroa St,Los Angeles,CA,90071
149,-2j7SP_13FMBGOr4ds_nfQ,Wings & Pot,4.0,321,2108 W Manchester Ave,Los Angeles,CA,90047
150,71W-QN3-_DHnzUkAc7EG6Q,Stout Burgers & Beers,4.0,2117,1544 N Cahuenga Blvd,Los Angeles,CA,90028
151,YBmk31pBPukmnRyioe5uBA,Sushi Gen,4.5,3796,422 E 2nd St,Los Angeles,CA,90012
152,ugtb8TqL2BgeSeLyB6hDyg,the quiet dumpling,5.0,5,4850 Fountain Ave,Los Angeles,CA,90029
153,XrPVlXXa4cHLm7qKWFkfCg,A Food Affair,4.5,1319,1513 S Robertson Blvd,Los Angeles,CA,90035
154,pxg3VJKR9sA7cJqgXFTrSw,Dollar Hits,4.0,338,2422 W Temple St,Los Angeles,CA,90026
155,UdpE_5k2c3zsGBFdcAjMGA,Ruen Pair,4.0,1793,5257 Hollywood Blvd,Los Angeles,CA,90027
156,AyZUXwC5E-U6WInXGqcmcA,Sanamluang Cafe,4.0,1556,5176 Hollywood Blvd,Los Angeles,CA,90027
157,5fyAYfkNyWQM14gdyHZz3A,Bronzed Aussie,4.5,625,1437 S Robertson Blvd,Los Angeles,CA,90035
158,LLj451UZrvt3SkZVrEZ4ew,MDK  Noodles,4.0,1262,3630 Wilshire Blvd,Los Angeles,CA,90010
159,QHqdoF0ZvI-RXFIJwE5vLw,The Kluckin Chicken,4.5,222,5022 Melrose Ave,Los Angeles,CA,90038
160,9oQnnXSTo8i2TliFPktxLg,Sonoritas Prime Tacos,4.0,1206,2004 Sawtelle Blvd,Los Angeles,CA,90025
161,LYVDeb2iF1DqFYc0ASXnYQ,Chell Sotoon Grill,5.0,68,400 S San Vicente Blvd,Los Angeles,CA,90048
162,eCfyO7laigVXu5VnaPcdmQ,Openaire,4.0,693,3515 Wilshire Blvd,Los Angeles,CA,90010
163,S3CWNRdNqsIe62yvCEPfdw,Cara Restaurant,4.0,19,1730 N Western Ave,Los Angeles,CA,90027
164,TsVu9GJQwuFBZVP_sg2k7A,Quarters Korean BBQ,4.0,2811,3465 W 6th St,Los Angeles,CA,90020
165,yTnnNiL-Q5IB966ddWvqPw,Singapore's Banana Leaf,3.5,698,6333 W 3rd St,Los Angeles,CA,90036
166,bOvnQYw5JJDhpOn70_RUkQ,Oui Melrose,5.0,89,6909 Melrose Ave,Los Angeles,CA,90038
167,cAwkHVjhAJpsZOayXgUIHw,Three Borders Brunch & Grill,5.0,352,5269 W Olympic Blvd,Los Angeles,CA,90036
168,b1jidrgK5asQBXQ0Y0cvvg,TGI Korean BBQ,4.5,541,2585 W Olympic Blvd,Los Angeles,CA,90006
169,PXYKRPkEcf4Mczfp_AfP0w,Corn Man,4.5,949,2338 Workman St,Los Angeles,CA,90031
170,4_m1nEcmKomgzQj0wleURw,Soom Soom Fresh Mediterranean - Los Angeles,4.0,438,8744 W 3rd St,Los Angeles,CA,90048
171,-2AdXfCXYjLBuyFc0KFFXA,Fish Grill,4.0,292,7226 Beverly Blvd,Los Angeles,CA,90036
172,r-fSfUmzulH_k8_hfrEFVw,All About the Bread,4.0,1048,7111 Melrose Ave,Los Angeles,CA,90046
173,nxUUYDgQ-VWwjaxmRGJBkg,Spitz - Little Tokyo,4.0,1640,371 E 2nd St,Los Angeles,CA,90012
174,cEGNvEu0QtRLs7uVqY0dag,Mendocino Farms,4.5,799,735 S Figueroa Ave,Los Angeles,CA,90017
175,-3S1PdyDbSQcqkIaX8VKrQ,Wirtshaus,4.0,888,345 N La Brea Ave,Los Angeles,CA,90036
176,26fIBSlQkaTa29uoKAvZOw,Burgers Never Say Die,4.0,651,2388 Glendale Blvd,Los Angeles,CA,90039
177,7Oi_8YdLTouxhKx3vBIR8A,Falafel-Arax,4.5,327,5101 Santa Monica Blvd,Los Angeles,CA,90029
178,jS8MhTJpHmGYuxcKonGG-A,Kismet,4.0,474,4648 Hollywood Blvd,Los Angeles,CA,90027
179,NdLlLE6bv61KiVBtdds2lA,The Empanada Factory,4.0,318,2513 S Robertson Blvd,Los Angeles,CA,90034
